ID	LAT	LON	startDate	endDate	CLASS_TYPE
2778	-9.3472000	-58.5254000	2012-09-01	2013-08-31	Primary Forest
2778	-9.3472000	-58.5254000	2013-09-01	2014-08-31	Primary Forest
2778	-9.3472000	-58.5254000	2014-09-01	2015-08-31	Primary Forest
2778	-9.3472000	-58.5254000	2015-09-01	2016-08-31	Primary Forest
2796	-9.2984000	-58.7566000	2006-09-01	2007-08-31	Primary Forest
2796	-9.2984000	-58.7566000	2007-09-01	2008-08-31	Primary Forest
2796	-9.2984000	-58.7566000	2008-09-01	2009-08-31	Primary Forest
2796	-9.2984000	-58.7566000	2009-09-01	2010-08-31	Primary Forest
3058	-4.6185000	-60.1783000	2006-09-01	2007-08-31	Primary Forest
3058	-4.6185000	-60.1783000	2007-09-01	2008-08-31	Primary Forest
3058	-4.6185000	-60.1783000	2008-09-01	2009-08-31	Primary Forest
3058	-4.6185000	-60.1783000	2009-09-01	2010-08-31	Primary Forest
3058	-4.6185000	-60.1783000	2010-09-01	2011-08-31	Primary Forest
3058	-4.6185000	-60.1783000	2011-09-01	2012-08-31	Primary Forest
3058	-4.6185000	-60.1783000	2012-09-01	2013-08-31	Primary Forest
3058	-4.6185000	-60.1783000	2013-09-01	2014-08-31	Primary Forest
3058	-4.6185000	-60.1783000	2014-09-01	2015-08-31	Primary Forest
3058	-4.6185000	-60.1783000	2015-09-01	2016-08-31	Primary Forest
3340	-4.9869000	-60.3337000	2006-09-01	2007-08-31	Primary Forest
3340	-4.9869000	-60.3337000	2007-09-01	2008-08-31	Primary Forest
3340	-4.9869000	-60.3337000	2008-09-01	2009-08-31	Primary Forest
3340	-4.9869000	-60.3337000	2009-09-01	2010-08-31	Primary Forest
3340	-4.9869000	-60.3337000	2010-09-01	2011-08-31	Primary Forest
3340	-4.9869000	-60.3337000	2011-09-01	2012-08-31	Primary Forest
3340	-4.9869000	-60.3337000	2012-09-01	2013-08-31	Primary Forest
3340	-4.9869000	-60.3337000	2013-09-01	2014-08-31	Primary Forest
3340	-4.9869000	-60.3337000	2014-09-01	2015-08-31	Primary Forest
3340	-4.9869000	-60.3337000	2015-09-01	2016-08-31	Primary Forest
3523	-4.7890000	-60.5129000	2006-09-01	2007-08-31	Primary Forest
3523	-4.7890000	-60.5129000	2007-09-01	2008-08-31	Primary Forest
3523	-4.7890000	-60.5129000	2008-09-01	2009-08-31	Primary Forest
3523	-4.7890000	-60.5129000	2009-09-01	2010-08-31	Primary Forest
3523	-4.7890000	-60.5129000	2010-09-01	2011-08-31	Primary Forest
3523	-4.7890000	-60.5129000	2011-09-01	2012-08-31	Primary Forest
3523	-4.7890000	-60.5129000	2012-09-01	2013-08-31	Primary Forest
3523	-4.7890000	-60.5129000	2013-09-01	2014-08-31	Primary Forest
3523	-4.7890000	-60.5129000	2014-09-01	2015-08-31	Primary Forest
3523	-4.7890000	-60.5129000	2015-09-01	2016-08-31	Primary Forest
3629	-4.6746000	-60.6164000	2006-09-01	2007-08-31	Primary Forest
3629	-4.6746000	-60.6164000	2007-09-01	2008-08-31	Primary Forest
3629	-4.6746000	-60.6164000	2008-09-01	2009-08-31	Primary Forest
3629	-4.6746000	-60.6164000	2009-09-01	2010-08-31	Primary Forest
3629	-4.6746000	-60.6164000	2010-09-01	2011-08-31	Primary Forest
3629	-4.6746000	-60.6164000	2011-09-01	2012-08-31	Primary Forest
3629	-4.6746000	-60.6164000	2012-09-01	2013-08-31	Primary Forest
3629	-4.6746000	-60.6164000	2013-09-01	2014-08-31	Primary Forest
3629	-4.6746000	-60.6164000	2014-09-01	2015-08-31	Primary Forest
3629	-4.6746000	-60.6164000	2015-09-01	2016-08-31	Primary Forest
3885	-4.8131000	-60.9431000	2006-09-01	2007-08-31	Primary Forest
3885	-4.8131000	-60.9431000	2007-09-01	2008-08-31	Primary Forest
3885	-4.8131000	-60.9431000	2008-09-01	2009-08-31	Primary Forest
3885	-4.8131000	-60.9431000	2009-09-01	2010-08-31	Primary Forest
3885	-4.8131000	-60.9431000	2010-09-01	2011-08-31	Primary Forest
3885	-4.8131000	-60.9431000	2011-09-01	2012-08-31	Primary Forest
3885	-4.8131000	-60.9431000	2012-09-01	2013-08-31	Primary Forest
3885	-4.8131000	-60.9431000	2013-09-01	2014-08-31	Primary Forest
3885	-4.8131000	-60.9431000	2014-09-01	2015-08-31	Primary Forest
3885	-4.8131000	-60.9431000	2015-09-01	2016-08-31	Primary Forest
4083	-4.9484000	-61.1912000	2006-09-01	2007-08-31	Primary Forest
4083	-4.9484000	-61.1912000	2007-09-01	2008-08-31	Primary Forest
4083	-4.9484000	-61.1912000	2008-09-01	2009-08-31	Primary Forest
4083	-4.9484000	-61.1912000	2009-09-01	2010-08-31	Primary Forest
4083	-4.9484000	-61.1912000	2010-09-01	2011-08-31	Primary Forest
4083	-4.9484000	-61.1912000	2011-09-01	2012-08-31	Primary Forest
4083	-4.9484000	-61.1912000	2012-09-01	2013-08-31	Primary Forest
4083	-4.9484000	-61.1912000	2013-09-01	2014-08-31	Primary Forest
4083	-4.9484000	-61.1912000	2014-09-01	2015-08-31	Primary Forest
4083	-4.9484000	-61.1912000	2015-09-01	2016-08-31	Primary Forest
4319	-5.0072000	-61.3355000	2006-09-01	2007-08-31	Primary Forest
4319	-5.0072000	-61.3355000	2007-09-01	2008-08-31	Primary Forest
4319	-5.0072000	-61.3355000	2008-09-01	2009-08-31	Primary Forest
4319	-5.0072000	-61.3355000	2009-09-01	2010-08-31	Primary Forest
4319	-5.0072000	-61.3355000	2010-09-01	2011-08-31	Primary Forest
4319	-5.0072000	-61.3355000	2011-09-01	2012-08-31	Primary Forest
4319	-5.0072000	-61.3355000	2012-09-01	2013-08-31	Primary Forest
4319	-5.0072000	-61.3355000	2013-09-01	2014-08-31	Primary Forest
4319	-5.0072000	-61.3355000	2014-09-01	2015-08-31	Primary Forest
4319	-5.0072000	-61.3355000	2015-09-01	2016-08-31	Primary Forest
4437	-5.2005000	-61.2828000	2006-09-01	2007-08-31	Primary Forest
4437	-5.2005000	-61.2828000	2007-09-01	2008-08-31	Primary Forest
4437	-5.2005000	-61.2828000	2008-09-01	2009-08-31	Primary Forest
4437	-5.2005000	-61.2828000	2009-09-01	2010-08-31	Primary Forest
4437	-5.2005000	-61.2828000	2010-09-01	2011-08-31	Primary Forest
4437	-5.2005000	-61.2828000	2011-09-01	2012-08-31	Primary Forest
4437	-5.2005000	-61.2828000	2012-09-01	2013-08-31	Primary Forest
4437	-5.2005000	-61.2828000	2013-09-01	2014-08-31	Primary Forest
4437	-5.2005000	-61.2828000	2014-09-01	2015-08-31	Primary Forest
4437	-5.2005000	-61.2828000	2015-09-01	2016-08-31	Primary Forest
4565	-5.3991000	-61.0839000	2006-09-01	2007-08-31	Primary Forest
4565	-5.3991000	-61.0839000	2007-09-01	2008-08-31	Primary Forest
4565	-5.3991000	-61.0839000	2008-09-01	2009-08-31	Primary Forest
4565	-5.3991000	-61.0839000	2009-09-01	2010-08-31	Primary Forest
4565	-5.3991000	-61.0839000	2010-09-01	2011-08-31	Primary Forest
4565	-5.3991000	-61.0839000	2011-09-01	2012-08-31	Primary Forest
4565	-5.3991000	-61.0839000	2012-09-01	2013-08-31	Primary Forest
4565	-5.3991000	-61.0839000	2013-09-01	2014-08-31	Primary Forest
4565	-5.3991000	-61.0839000	2014-09-01	2015-08-31	Primary Forest
4565	-5.3991000	-61.0839000	2015-09-01	2016-08-31	Primary Forest
4681	-5.4095000	-61.2364000	2006-09-01	2007-08-31	Primary Forest
4681	-5.4095000	-61.2364000	2007-09-01	2008-08-31	Primary Forest
4681	-5.4095000	-61.2364000	2008-09-01	2009-08-31	Primary Forest
4681	-5.4095000	-61.2364000	2009-09-01	2010-08-31	Primary Forest
4681	-5.4095000	-61.2364000	2010-09-01	2011-08-31	Primary Forest
4681	-5.4095000	-61.2364000	2011-09-01	2012-08-31	Primary Forest
4681	-5.4095000	-61.2364000	2012-09-01	2013-08-31	Primary Forest
4681	-5.4095000	-61.2364000	2013-09-01	2014-08-31	Primary Forest
4681	-5.4095000	-61.2364000	2014-09-01	2015-08-31	Primary Forest
4681	-5.4095000	-61.2364000	2015-09-01	2016-08-31	Primary Forest
4756	-5.3831000	-61.4063000	2006-09-01	2007-08-31	Primary Forest
4756	-5.3831000	-61.4063000	2007-09-01	2008-08-31	Primary Forest
4756	-5.3831000	-61.4063000	2008-09-01	2009-08-31	Primary Forest
4756	-5.3831000	-61.4063000	2009-09-01	2010-08-31	Primary Forest
4756	-5.3831000	-61.4063000	2010-09-01	2011-08-31	Primary Forest
4756	-5.3831000	-61.4063000	2011-09-01	2012-08-31	Primary Forest
4756	-5.3831000	-61.4063000	2012-09-01	2013-08-31	Primary Forest
4756	-5.3831000	-61.4063000	2013-09-01	2014-08-31	Primary Forest
4756	-5.3831000	-61.4063000	2014-09-01	2015-08-31	Primary Forest
4756	-5.3831000	-61.4063000	2015-09-01	2016-08-31	Primary Forest
4799	-5.3683000	-61.5022000	2006-09-01	2007-08-31	Primary Forest
4799	-5.3683000	-61.5022000	2007-09-01	2008-08-31	Primary Forest
4799	-5.3683000	-61.5022000	2008-09-01	2009-08-31	Primary Forest
4799	-5.3683000	-61.5022000	2009-09-01	2010-08-31	Primary Forest
4799	-5.3683000	-61.5022000	2010-09-01	2011-08-31	Primary Forest
4799	-5.3683000	-61.5022000	2011-09-01	2012-08-31	Primary Forest
4799	-5.3683000	-61.5022000	2012-09-01	2013-08-31	Primary Forest
4799	-5.3683000	-61.5022000	2013-09-01	2014-08-31	Primary Forest
4799	-5.3683000	-61.5022000	2014-09-01	2015-08-31	Primary Forest
4799	-5.3683000	-61.5022000	2015-09-01	2016-08-31	Primary Forest
4820	-5.3610000	-61.5480000	2006-09-01	2007-08-31	Primary Forest
4820	-5.3610000	-61.5480000	2007-09-01	2008-08-31	Primary Forest
4820	-5.3610000	-61.5480000	2008-09-01	2009-08-31	Primary Forest
4820	-5.3610000	-61.5480000	2009-09-01	2010-08-31	Primary Forest
4820	-5.3610000	-61.5480000	2010-09-01	2011-08-31	Primary Forest
4820	-5.3610000	-61.5480000	2011-09-01	2012-08-31	Primary Forest
4820	-5.3610000	-61.5480000	2012-09-01	2013-08-31	Primary Forest
4820	-5.3610000	-61.5480000	2013-09-01	2014-08-31	Primary Forest
4820	-5.3610000	-61.5480000	2014-09-01	2015-08-31	Primary Forest
4820	-5.3610000	-61.5480000	2015-09-01	2016-08-31	Primary Forest
4844	-5.3526000	-61.6009000	2004-09-01	2005-08-31	Primary Forest
4863	-5.3460000	-61.6435000	2004-09-01	2005-08-31	Primary Forest
4891	-7.0796000	-62.8070000	2006-09-01	2007-08-31	Primary Forest
4891	-7.0796000	-62.8070000	2007-09-01	2008-08-31	Primary Forest
4891	-7.0796000	-62.8070000	2008-09-01	2009-08-31	Primary Forest
4891	-7.0796000	-62.8070000	2009-09-01	2010-08-31	Primary Forest
4891	-7.0796000	-62.8070000	2010-09-01	2011-08-31	Primary Forest
4891	-7.0796000	-62.8070000	2011-09-01	2012-08-31	Primary Forest
4891	-7.0796000	-62.8070000	2012-09-01	2013-08-31	Primary Forest
4891	-7.0796000	-62.8070000	2013-09-01	2014-08-31	Primary Forest
4891	-7.0796000	-62.8070000	2014-09-01	2015-08-31	Primary Forest
4891	-7.0796000	-62.8070000	2015-09-01	2016-08-31	Primary Forest
4907	-7.1094000	-62.8267000	2006-09-01	2007-08-31	Primary Forest
4907	-7.1094000	-62.8267000	2007-09-01	2008-08-31	Primary Forest
4907	-7.1094000	-62.8267000	2008-09-01	2009-08-31	Primary Forest
4907	-7.1094000	-62.8267000	2009-09-01	2010-08-31	Primary Forest
4907	-7.1094000	-62.8267000	2010-09-01	2011-08-31	Primary Forest
4907	-7.1094000	-62.8267000	2011-09-01	2012-08-31	Primary Forest
4907	-7.1094000	-62.8267000	2012-09-01	2013-08-31	Primary Forest
4907	-7.1094000	-62.8267000	2013-09-01	2014-08-31	Primary Forest
4907	-7.1094000	-62.8267000	2014-09-01	2015-08-31	Primary Forest
4907	-7.1094000	-62.8267000	2015-09-01	2016-08-31	Primary Forest
4922	-7.1373000	-62.8452000	2006-09-01	2007-08-31	Primary Forest
4922	-7.1373000	-62.8452000	2007-09-01	2008-08-31	Primary Forest
4922	-7.1373000	-62.8452000	2008-09-01	2009-08-31	Primary Forest
4922	-7.1373000	-62.8452000	2009-09-01	2010-08-31	Primary Forest
4922	-7.1373000	-62.8452000	2010-09-01	2011-08-31	Primary Forest
4922	-7.1373000	-62.8452000	2011-09-01	2012-08-31	Primary Forest
4922	-7.1373000	-62.8452000	2012-09-01	2013-08-31	Primary Forest
4922	-7.1373000	-62.8452000	2013-09-01	2014-08-31	Primary Forest
4922	-7.1373000	-62.8452000	2014-09-01	2015-08-31	Primary Forest
4922	-7.1373000	-62.8452000	2015-09-01	2016-08-31	Primary Forest
5041	-7.3572000	-62.9923000	2006-09-01	2007-08-31	Primary Forest
5041	-7.3572000	-62.9923000	2007-09-01	2008-08-31	Primary Forest
5051	-7.3760000	-63.0048000	2006-09-01	2007-08-31	Primary Forest
5059	-7.3909000	-63.0147000	2006-09-01	2007-09-01	Primary Forest
5059	-7.3909000	-63.0147000	2007-09-01	2008-08-31	Primary Forest
5069	-7.4094000	-63.0270000	2006-09-01	2007-08-31	Primary Forest
5069	-7.4094000	-63.0270000	2007-09-01	2008-08-31	Primary Forest
5069	-7.4094000	-63.0270000	2008-09-01	2009-08-31	Primary Forest
5105	-7.4753000	-63.0711000	2006-09-01	2007-08-31	Primary Forest
5105	-7.4753000	-63.0711000	2007-09-01	2008-08-31	Primary Forest
5105	-7.4753000	-63.0711000	2008-09-01	2009-08-31	Primary Forest
5105	-7.4753000	-63.0711000	2009-09-01	2010-08-31	Primary Forest
5105	-7.4753000	-63.0711000	2010-09-01	2011-08-31	Primary Forest
5105	-7.4753000	-63.0711000	2011-09-01	2012-08-31	Primary Forest
5105	-7.4753000	-63.0711000	2012-09-01	2013-08-31	Primary Forest
5105	-7.4753000	-63.0711000	2013-09-01	2014-08-31	Primary Forest
5105	-7.4753000	-63.0711000	2014-09-01	2015-08-31	Primary Forest
5105	-7.4753000	-63.0711000	2015-09-01	2016-08-31	Primary Forest
5113	-7.4897000	-63.0807000	2006-09-01	2007-08-31	Primary Forest
5113	-7.4897000	-63.0807000	2007-09-01	2008-08-31	Primary Forest
5113	-7.4897000	-63.0807000	2008-09-01	2009-08-31	Primary Forest
5113	-7.4897000	-63.0807000	2009-09-01	2010-08-31	Primary Forest
5113	-7.4897000	-63.0807000	2010-09-01	2011-08-31	Primary Forest
5113	-7.4897000	-63.0807000	2011-09-01	2012-08-31	Primary Forest
5113	-7.4897000	-63.0807000	2012-09-01	2013-08-31	Primary Forest
5113	-7.4897000	-63.0807000	2013-09-01	2014-08-31	Primary Forest
5113	-7.4897000	-63.0807000	2014-09-01	2015-08-31	Primary Forest
5113	-7.4897000	-63.0807000	2015-09-01	2016-08-31	Primary Forest
5214	-11.90466667	-55.32716667	2008-09-01	2009-08-31	Primary Forest
5214	-11.90466667	-55.32716667	2009-09-01	2010-08-31	Primary Forest
5214	-11.90466667	-55.32716667	2010-09-01	2011-08-31	Primary Forest
5214	-11.90466667	-55.32716667	2011-09-01	2012-08-31	Primary Forest
5214	-11.90466667	-55.32716667	2012-09-01	2013-08-31	Primary Forest
5214	-11.90466667	-55.32716667	2013-09-01	2014-08-31	Primary Forest
5214	-11.90466667	-55.32716667	2014-09-01	2015-08-31	Primary Forest
5214	-11.90466667	-55.32716667	2015-09-01	2016-08-31	Primary Forest
5258	-12.451	-54.6355	2008-09-01	2009-08-31	Primary Forest
5258	-12.451	-54.6355	2009-09-01	2010-08-31	Primary Forest
5258	-12.451	-54.6355	2010-09-01	2011-08-31	Primary Forest
5258	-12.451	-54.6355	2011-09-01	2012-08-31	Primary Forest
5258	-12.451	-54.6355	2012-09-01	2013-08-31	Primary Forest
5258	-12.451	-54.6355	2013-09-01	2014-08-31	Primary Forest
5258	-12.451	-54.6355	2014-09-01	2015-08-31	Primary Forest
5258	-12.451	-54.6355	2015-09-01	2016-08-31	Primary Forest
5268	-12.63683333	-54.49983333	2008-09-01	2009-08-31	Primary Forest
5268	-12.63683333	-54.49983333	2009-09-01	2010-08-31	Primary Forest
5268	-12.63683333	-54.49983333	2010-09-01	2011-08-31	Primary Forest
5268	-12.63683333	-54.49983333	2011-09-01	2012-08-31	Primary Forest
5268	-12.63683333	-54.49983333	2012-09-01	2013-08-31	Primary Forest
5268	-12.63683333	-54.49983333	2013-09-01	2014-08-31	Primary Forest
5268	-12.63683333	-54.49983333	2014-09-01	2015-08-31	Primary Forest
5268	-12.63683333	-54.49983333	2015-09-01	2016-08-31	Primary Forest
5273	-12.881	-54.38816667	2008-09-01	2009-08-31	Primary Forest
5273	-12.881	-54.38816667	2009-09-01	2010-08-31	Primary Forest
5273	-12.881	-54.38816667	2010-09-01	2011-08-31	Primary Forest
5273	-12.881	-54.38816667	2011-09-01	2012-08-31	Primary Forest
5273	-12.881	-54.38816667	2012-09-01	2013-08-31	Primary Forest
5273	-12.881	-54.38816667	2013-09-01	2014-08-31	Primary Forest
5273	-12.881	-54.38816667	2014-09-01	2015-08-31	Primary Forest
5273	-12.881	-54.38816667	2015-09-01	2016-08-31	Primary Forest
5309	-13.2935	-54.19633333	2000-01-01	2001-08-31	Primary Forest
5309	-13.2935	-54.19633333	2001-09-01	2002-08-31	Primary Forest
5309	-13.2935	-54.19633333	2002-09-01	2003-08-31	Primary Forest
5309	-13.2935	-54.19633333	2003-09-01	2004-08-31	Primary Forest
5309	-13.2935	-54.19633333	2004-09-01	2005-08-31	Primary Forest
5309	-13.2935	-54.19633333	2005-09-01	2006-08-31	Primary Forest
5309	-13.2935	-54.19633333	2006-09-01	2006-08-31	Primary Forest
5338	-12.82683333	-53.35183333	2008-09-01	2009-08-31	Primary Forest
5338	-12.82683333	-53.35183333	2009-09-01	2010-08-31	Primary Forest
5338	-12.82683333	-53.35183333	2010-09-01	2011-08-31	Primary Forest
5338	-12.82683333	-53.35183333	2011-09-01	2012-08-31	Primary Forest
5338	-12.82683333	-53.35183333	2012-09-01	2013-08-31	Primary Forest
5338	-12.82683333	-53.35183333	2013-09-01	2014-08-31	Primary Forest
5338	-12.82683333	-53.35183333	2014-09-01	2015-08-31	Primary Forest
5338	-12.82683333	-53.35183333	2015-09-01	2016-08-31	Primary Forest
5341	-12.65433333	-53.27083333	2008-09-01	2009-08-31	Primary Forest
5341	-12.65433333	-53.27083333	2009-09-01	2010-08-31	Primary Forest
5341	-12.65433333	-53.27083333	2010-09-01	2011-08-31	Primary Forest
5341	-12.65433333	-53.27083333	2011-09-01	2012-08-31	Primary Forest
5341	-12.65433333	-53.27083333	2012-09-01	2013-08-31	Primary Forest
5341	-12.65433333	-53.27083333	2013-09-01	2014-08-31	Primary Forest
5341	-12.65433333	-53.27083333	2014-09-01	2015-08-31	Primary Forest
5341	-12.65433333	-53.27083333	2015-09-01	2016-08-31	Primary Forest
5428	-9.924	-53.53416667	2008-09-01	2009-08-31	Primary Forest
5428	-9.924	-53.53416667	2009-09-01	2010-08-31	Primary Forest
5428	-9.924	-53.53416667	2010-09-01	2011-08-31	Primary Forest
5428	-9.924	-53.53416667	2011-09-01	2012-08-31	Primary Forest
5440	-10.1785	-52.48683333	2008-09-01	2009-08-31	Primary Forest
5440	-10.1785	-52.48683333	2009-09-01	2010-08-31	Primary Forest
5440	-10.1785	-52.48683333	2010-09-01	2011-08-31	Primary Forest
5440	-10.1785	-52.48683333	2011-09-01	2012-08-31	Primary Forest
5566	-9.226666667	-56.91033333	2008-09-01	2009-08-31	Primary Forest
5566	-9.226666667	-56.91033333	2009-09-01	2010-08-31	Primary Forest
5566	-9.226666667	-56.91033333	2010-09-01	2011-08-31	Primary Forest
5574	-9.1295	-57.04266667	2008-09-01	2009-08-31	Primary Forest
5574	-9.1295	-57.04266667	2009-09-01	2010-08-31	Primary Forest
5597	-8.899	-57.26066667	2000-09-01	2001-08-31	Primary Forest
5597	-8.899	-57.26066667	2001-09-01	2002-08-31	Primary Forest
5597	-8.899	-57.26066667	2002-09-01	2003-08-31	Primary Forest
5597	-8.899	-57.26066667	2003-09-01	2004-08-31	Primary Forest
5597	-8.899	-57.26066667	2004-09-01	2005-08-31	Primary Forest
5597	-8.899	-57.26066667	2005-09-01	2006-08-31	Primary Forest
5597	-8.899	-57.26066667	2006-09-01	2007-08-31	Primary Forest
5597	-8.899	-57.26066667	2007-09-01	2008-08-31	Primary Forest
5597	-8.899	-57.26066667	2008-09-01	2009-08-31	Primary Forest
5597	-8.899	-57.26066667	2009-09-01	2010-08-31	Primary Forest
5597	-8.899	-57.26066667	2010-09-01	2011-08-31	Primary Forest
5597	-8.899	-57.26066667	2011-09-01	2012-08-31	Primary Forest
5597	-8.899	-57.26066667	2012-09-01	2013-08-31	Primary Forest
5597	-8.899	-57.26066667	2013-09-01	2014-08-31	Primary Forest
5597	-8.899	-57.26066667	2014-09-01	2015-08-31	Primary Forest
5597	-8.899	-57.26066667	2015-09-01	2016-08-31	Primary Forest
5598	-9.007833333	-57.3455	2000-01-01	2001-08-31	Primary Forest
5598	-9.007833333	-57.3455	2001-09-01	2002-08-31	Primary Forest
5598	-9.007833333	-57.3455	2002-09-01	2003-08-31	Primary Forest
5598	-9.007833333	-57.3455	2003-09-01	2004-08-31	Primary Forest
5598	-9.007833333	-57.3455	2004-09-01	2005-08-31	Primary Forest
5598	-9.007833333	-57.3455	2005-09-01	2006-08-31	Primary Forest
5598	-9.007833333	-57.3455	2006-09-01	2007-08-31	Primary Forest
5598	-9.007833333	-57.3455	2007-09-01	2008-08-31	Primary Forest
5598	-9.007833333	-57.3455	2008-09-01	2009-08-31	Primary Forest
5598	-9.007833333	-57.3455	2009-09-01	2010-08-31	Primary Forest
5598	-9.007833333	-57.3455	2010-09-01	2011-08-31	Primary Forest
5598	-9.007833333	-57.3455	2011-09-01	2012-08-31	Primary Forest
5598	-9.007833333	-57.3455	2012-09-01	2013-08-31	Primary Forest
5598	-9.007833333	-57.3455	2013-09-01	2014-08-31	Primary Forest
5598	-9.007833333	-57.3455	2014-09-01	2015-08-31	Primary Forest
5598	-9.007833333	-57.3455	2015-09-01	2016-08-31	Primary Forest
5626	-9.142166667	-57.73233333	2000-09-01	2001-09-01	Primary Forest
5626	-9.142166667	-57.73233333	2001-09-01	2002-08-31	Primary Forest
5664	-9.283666667	-58.6705	2000-09-01	2001-08-31	Primary Forest
5664	-9.283666667	-58.6705	2001-09-01	2002-08-31	Primary Forest
5664	-9.283666667	-58.6705	2002-09-01	2003-08-31	Primary Forest
5664	-9.283666667	-58.6705	2003-09-01	2004-08-31	Primary Forest
5664	-9.283666667	-58.6705	2004-09-01	2005-08-31	Primary Forest
5664	-9.283666667	-58.6705	2005-09-01	2006-08-31	Primary Forest
5664	-9.283666667	-58.6705	2006-09-01	2007-08-31	Primary Forest
5664	-9.283666667	-58.6705	2007-09-01	2008-08-31	Primary Forest
5664	-9.283666667	-58.6705	2008-09-01	2009-08-31	Primary Forest
5664	-9.283666667	-58.6705	2009-09-01	2010-08-31	Primary Forest
5664	-9.283666667	-58.6705	2010-09-01	2011-08-31	Primary Forest
5664	-9.283666667	-58.6705	2011-09-01	2012-08-31	Primary Forest
5664	-9.283666667	-58.6705	2012-09-01	2013-08-31	Primary Forest
5664	-9.283666667	-58.6705	2013-09-01	2014-08-31	Primary Forest
5664	-9.283666667	-58.6705	2014-09-01	2015-08-31	Primary Forest
5664	-9.283666667	-58.6705	2015-09-01	2016-08-31	Primary Forest
5690	-9.8785	-59.72466667	2006-09-01	2007-08-31	Primary Forest
5832	-12.6592747143	-55.1566478571	2000-09-01	2001-08-31	Primary Forest
5832	-12.6592747143	-55.1566478571	2001-09-01	2002-08-31	Primary Forest
5832	-12.6592747143	-55.1566478571	2002-09-01	2003-08-31	Primary Forest
5832	-12.6592747143	-55.1566478571	2003-09-01	2004-08-31	Primary Forest
5832	-12.6592747143	-55.1566478571	2004-09-01	2005-08-31	Primary Forest
5832	-12.6592747143	-55.1566478571	2005-09-01	2006-08-31	Primary Forest
5832	-12.6592747143	-55.1566478571	2006-09-01	2007-08-31	Primary Forest
5865	-12.3164632143	-54.3384744286	2000-09-01	2001-08-31	Primary Forest
5865	-12.3164632143	-54.3384744286	2001-09-01	2002-08-31	Primary Forest
5865	-12.3164632143	-54.3384744286	2002-09-01	2003-08-31	Primary Forest
5865	-12.3164632143	-54.3384744286	2003-09-01	2004-08-31	Primary Forest
5865	-12.3164632143	-54.3384744286	2004-09-01	2005-08-31	Primary Forest
5865	-12.3164632143	-54.3384744286	2005-09-01	2006-08-31	Primary Forest
5865	-12.3164632143	-54.3384744286	2006-09-01	2007-08-31	Primary Forest
5865	-12.3164632143	-54.3384744286	2007-09-01	2008-08-31	Primary Forest
5865	-12.3164632143	-54.3384744286	2008-09-01	2009-08-31	Primary Forest
5865	-12.3164632143	-54.3384744286	2009-09-01	2010-08-31	Primary Forest
5865	-12.3164632143	-54.3384744286	2010-09-01	2011-08-31	Primary Forest
5865	-12.3164632143	-54.3384744286	2011-09-01	2012-08-31	Primary Forest
5865	-12.3164632143	-54.3384744286	2012-09-01	2013-08-31	Primary Forest
5865	-12.3164632143	-54.3384744286	2013-09-01	2014-08-31	Primary Forest
5931	-10.844777	-52.875628	2000-09-01	2016-12-30	Primary Forest
5931	-10.844777	-52.875628	2001-09-01	2002-08-31	Primary Forest
5931	-10.844777	-52.875628	2002-09-01	2003-08-31	Primary Forest
5931	-10.844777	-52.875628	2003-09-01	2004-08-31	Primary Forest
5931	-10.844777	-52.875628	2004-09-01	2005-08-31	Primary Forest
5931	-10.844777	-52.875628	2005-09-01	2006-08-31	Primary Forest
5931	-10.844777	-52.875628	2006-09-01	2007-08-31	Primary Forest
5931	-10.844777	-52.875628	2007-09-01	2008-08-31	Primary Forest
5931	-10.844777	-52.875628	2008-09-01	2009-08-31	Primary Forest
5931	-10.844777	-52.875628	2009-09-01	2010-08-31	Primary Forest
5931	-10.844777	-52.875628	2010-09-01	2011-08-31	Primary Forest
5931	-10.844777	-52.875628	2011-09-01	2012-08-31	Primary Forest
5931	-10.844777	-52.875628	2012-09-01	2013-08-31	Primary Forest
5931	-10.844777	-52.875628	2013-09-01	2014-08-31	Primary Forest
5931	-10.844777	-52.875628	2014-09-01	2015-08-31	Primary Forest
5931	-10.844777	-52.875628	2015-09-01	2016-08-31	Primary Forest
5932	-10.912125	-52.993076	2000-09-01	2001-08-31	Primary Forest
5932	-10.912125	-52.993076	2001-09-01	2002-08-31	Primary Forest
5932	-10.912125	-52.993076	2002-09-01	2003-08-31	Primary Forest
5932	-10.912125	-52.993076	2003-09-01	2004-08-31	Primary Forest
5932	-10.912125	-52.993076	2004-09-01	2005-08-31	Primary Forest
5932	-10.912125	-52.993076	2005-09-01	2006-08-31	Primary Forest
5932	-10.912125	-52.993076	2006-09-01	2007-08-31	Primary Forest
5932	-10.912125	-52.993076	2007-09-01	2008-08-31	Primary Forest
5932	-10.912125	-52.993076	2008-09-01	2009-08-31	Primary Forest
5932	-10.912125	-52.993076	2009-09-01	2010-08-31	Primary Forest
5932	-10.912125	-52.993076	2010-09-01	2011-08-31	Primary Forest
5932	-10.912125	-52.993076	2011-09-01	2012-08-31	Primary Forest
5932	-10.912125	-52.993076	2012-09-01	2013-08-31	Primary Forest
5932	-10.912125	-52.993076	2013-09-01	2014-08-31	Primary Forest
5932	-10.912125	-52.993076	2014-09-01	2015-08-31	Primary Forest
5932	-10.912125	-52.993076	2015-09-01	2016-08-31	Primary Forest
5937	-11.090158	-53.331019	2000-09-01	2001-08-31	Primary Forest
